TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate,FraudLabel
SUP-00003075,AC00313,692.25,2023-05-18T22:18:20,DEBIT,Dhaka,POS,59,Banker,3,99548.35,2023-03-30T19:16:45,0
SUP-00003076,AC00006,174.71,2023-05-18T22:54:44,DEBIT,Mymensingh,MOBILE,61,Retired,1,146603.12,2023-05-12T17:18:29,0
SUP-00003077,AC00243,704.25,2023-05-19T00:32:13,DEBIT,Barishal,MOBILE,59,Business Owner,1,125202.93,2023-05-12T08:30:29,0
SUP-00003078,AC00011,654.09,2023-05-19T01:06:42,CREDIT,Dhaka,POS,34,Banker,2,152146.01,2023-05-13T22:17:15,0
SUP-00003079,AC00003,1757.72,2023-05-19T01:08:36,DEBIT,Dubai,ATM,20,Student,1,87019.69,2023-05-15T15:03:16,1
SUP-00003080,AC00124,127.82,2023-05-19T01:15:40,DEBIT,Rangpur,BRANCH,32,Doctor,2,167091.95,2023-05-18T21:24:26,0
SUP-00003081,AC00430,75.55,2023-05-19T03:35:53,CREDIT,Sylhet,POS,54,Government Employee,1,167071.45,2023-05-08T17:54:11,0
SUP-00003082,AC00304,317.28,2023-05-19T04:27:25,TRANSFER,Mymensingh,BRANCH,66,Teacher,2,46100.48,2023-04-02T01:51:46,0
SUP-00003083,AC00021,258.16,2023-05-19T05:40:00,CREDIT,Chattogram,ONLINE,27,Business Owner,1,112412.21,2023-05-07T23:10:21,0
SUP-00003084,AC00423,212.53,2023-05-19T05:47:45,DEBIT,Rangpur,BRANCH,34,Government Employee,1,72617.57,2023-03-26T08:10:49,0
SUP-00003085,AC00434,822.97,2023-05-19T07:18:50,TRANSFER,Chattogram,ATM,24,Teacher,1,39676.71,2023-04-14T14:43:34,0
SUP-00003086,AC00211,917.2,2023-05-19T08:36:45,DEBIT,Sylhet,POS,18,Student,1,29053.67,2023-04-20T06:16:14,0
SUP-00003087,AC00262,333.07,2023-05-19T10:21:03,CASH_WITHDRAWAL,Rajshahi,POS,46,Teacher,1,91129.09,2023-05-18T18:17:56,0
SUP-00003088,AC00257,196.67,2023-05-19T13:14:42,TRANSFER,Barishal,ONLINE,28,Student,1,50234.11,2023-04-21T08:33:38,0
SUP-00003089,AC00521,237.42,2023-05-19T13:21:18,CREDIT,Rangpur,ATM,26,Engineer,1,152380.97,2023-04-09T08:02:08,0
SUP-00003090,AC00052,145.97,2023-05-19T14:50:51,TRANSFER,Sylhet,POS,67,Engineer,1,96789.63,2023-05-14T14:52:16,0
SUP-00003091,AC00369,346.41,2023-05-19T16:24:39,CREDIT,Sylhet,ATM,55,Business Owner,2,18646.15,2023-05-11T07:22:23,0
SUP-00003092,AC00339,357.34,2023-05-19T16:25:20,CREDIT,Sylhet,BRANCH,79,Retired,1,170691.5,2023-05-01T23:51:19,0
SUP-00003093,AC00218,114.27,2023-05-19T18:23:13,TRANSFER,Rajshahi,MOBILE,47,Doctor,2,175248.42,2023-02-23T23:40:47,0
SUP-00003094,AC00577,112.18,2023-05-19T19:39:30,TRANSFER,Dhaka,ATM,31,Government Employee,1,162706.64,2023-05-13T06:34:26,0
SUP-00003095,AC00434,564.69,2023-05-19T19:51:57,CREDIT,Chattogram,ATM,24,Teacher,3,40241.4,2023-05-19T07:18:50,0
SUP-00003096,AC00452,442.14,2023-05-19T20:13:23,CREDIT,Rangpur,ATM,35,Doctor,1,91478.9,2023-05-15T09:14:26,0
SUP-00003097,AC00327,152.22,2023-05-19T20:30:40,DEBIT,Sylhet,MOBILE,62,Banker,1,29162.67,2023-05-07T03:37:09,0
SUP-00003098,AC00532,140.67,2023-05-19T21:17:06,TRANSFER,Rajshahi,POS,20,Student,1,61345.1,2023-05-15T09:52:46,0
SUP-00003099,AC00547,187.37,2023-05-19T21:19:35,DEBIT,Sylhet,MOBILE,61,Doctor,1,132656.61,2023-05-13T15:04:53,0
SUP-00003100,AC00469,173.37,2023-05-19T21:43:48,DEBIT,Rangpur,ONLINE,34,Government Employee,1,148179.08,2023-05-16T04:29:05,0
SUP-00003101,AC00286,151.39,2023-05-19T21:44:34,DEBIT,Rangpur,BRANCH,29,Teacher,1,8941.44,2023-04-16T05:57:42,0
SUP-00003102,AC00238,84.61,2023-05-20T00:06:15,TRANSFER,Khulna,ONLINE,78,Retired,1,163493.33,2023-05-15T07:08:58,0
SUP-00003103,AC00282,68.54,2023-05-20T02:31:30,TRANSFER,Dhaka,ATM,54,Business Owner,1,167903.46,2023-04-14T05:03:19,0
SUP-00003104,AC00298,154.94,2023-05-20T02:53:50,CREDIT,Rajshahi,POS,18,Student,2,167716.46,2023-05-13T07:43:07,0
SUP-00003105,AC00600,3828.77,2023-05-20T04:22:05,TRANSFER,Sylhet,ONLINE,43,Banker,1,166502.49,2023-04-30T00:26:11,1
SUP-00003106,AC00381,121.04,2023-05-20T06:00:30,TRANSFER,Chattogram,MOBILE,45,Government Employee,1,123800.83,2023-05-10T14:21:56,0
SUP-00003107,AC00027,516.41,2023-05-20T06:13:01,DEBIT,Rangpur,MOBILE,57,Engineer,1,172521.01,2023-05-17T11:14:00,0
SUP-00003108,AC00006,175.09,2023-05-20T06:30:28,CREDIT,Dubai,MOBILE,61,Retired,1,146778.21,2023-05-18T22:54:44,0
SUP-00003109,AC00103,298.15,2023-05-20T07:50:42,CREDIT,Dhaka,ONLINE,41,Business Owner,1,122724.02,2023-05-09T05:06:43,0
SUP-00003110,AC00484,112.21,2023-05-20T08:25:52,TRANSFER,Sylhet,MOBILE,28,Government Employee,1,22757.8,2023-04-18T13:57:03,0
SUP-00003111,AC00273,369.69,2023-05-20T10:15:31,TRANSFER,Chattogram,ONLINE,46,Doctor,1,30383.1,2023-01-16T03:25:18,0
SUP-00003112,AC00106,137.41,2023-05-20T10:59:51,CREDIT,Dhaka,ATM,27,Banker,2,54876.09,2023-04-06T09:01:59,0
SUP-00003113,AC00514,1564.55,2023-05-20T12:06:46,DEBIT,Dhaka,ONLINE,35,Banker,2,84994.75,2023-03-22T06:18:23,0
SUP-00003114,AC00462,170.09,2023-05-20T13:37:03,CREDIT,Khulna,BRANCH,38,Government Employee,1,67299.26,2023-03-24T20:35:22,0
SUP-00003115,AC00569,594.52,2023-05-20T14:18:18,TRANSFER,Rajshahi,POS,45,Engineer,2,86849.81,2023-05-09T13:48:27,0
SUP-00003116,AC00181,74.43,2023-05-20T14:29:54,DEBIT,Dhaka,BRANCH,55,Government Employee,2,99851.4,2023-05-04T00:57:45,0
SUP-00003117,AC00366,183.39,2023-05-20T14:37:35,TRANSFER,Sylhet,BRANCH,21,Student,1,92045.65,2023-05-12T21:48:55,0
SUP-00003118,AC00086,203.72,2023-05-20T15:16:20,TRANSFER,Mymensingh,BRANCH,56,Banker,1,99980.28,2023-05-18T03:44:48,0
SUP-00003119,AC00154,1430.64,2023-05-20T15:48:59,TRANSFER,Khulna,MOBILE,23,Student,1,83317.03,2023-02-03T18:19:10,0
SUP-00003120,AC00100,201.09,2023-05-20T16:31:19,DEBIT,Dhaka,POS,67,Retired,2,88025.41,2023-05-03T04:16:19,0
SUP-00003121,AC00037,153.07,2023-05-20T18:24:19,CREDIT,Mymensingh,ONLINE,66,Doctor,1,111123.45,2023-05-02T04:02:38,0
SUP-00003122,AC00006,215.38,2023-05-20T19:11:29,DEBIT,Mymensingh,MOBILE,61,Retired,1,146562.83,2023-05-20T06:30:28,0
SUP-00003123,AC00443,2933.8,2023-05-20T19:37:10,DEBIT,London,MOBILE,69,Retired,1,159162.34,2023-04-10T17:50:41,0
SUP-00003124,AC00523,268.28,2023-05-20T19:42:56,TRANSFER,Dhaka,POS,26,Banker,2,37724.1,2023-04-05T05:07:01,0
SUP-00003125,AC00475,210.31,2023-05-20T20:45:46,DEBIT,Mymensingh,MOBILE,67,Retired,2,102983.65,2023-05-10T09:06:38,0
SUP-00003126,AC00175,107.92,2023-05-20T21:28:55,DEBIT,Dhaka,BRANCH,44,Banker,1,95540.04,2023-04-17T01:53:50,0
SUP-00003127,AC00061,116.71,2023-05-21T02:05:16,TRANSFER,Chattogram,ONLINE,44,Teacher,1,24512.92,2023-04-16T02:25:38,0
SUP-00003128,AC00054,547.88,2023-05-21T02:38:07,TRANSFER,Khulna,MOBILE,45,Engineer,1,10790.82,2023-04-29T11:57:23,0
SUP-00003129,AC00147,398.91,2023-05-21T04:57:36,TRANSFER,Rangpur,MOBILE,46,Government Employee,1,154493.29,2023-05-09T12:16:11,0
SUP-00003130,AC00014,69.92,2023-05-21T05:24:10,TRANSFER,Rajshahi,ONLINE,36,Doctor,2,76602.02,2023-04-15T16:44:55,0
SUP-00003131,AC00068,326.1,2023-05-21T05:26:03,CREDIT,Rangpur,ATM,72,Retired,1,89120.45,2023-05-03T15:00:42,0
SUP-00003132,AC00271,64.44,2023-05-21T05:52:03,DEBIT,Khulna,POS,61,Banker,1,22999.77,2023-05-15T21:05:50,0
SUP-00003133,AC00529,830.37,2023-05-21T06:06:14,TRANSFER,Rangpur,ATM,65,Teacher,1,87580.12,2023-03-28T22:43:04,0
SUP-00003134,AC00587,102.39,2023-05-21T06:48:14,TRANSFER,Chattogram,MOBILE,22,Student,1,82259.84,2023-05-16T03:23:54,0
SUP-00003135,AC00314,674.29,2023-05-21T07:42:07,TRANSFER,Rangpur,POS,69,Retired,1,95327.39,2023-05-15T23:57:57,0
SUP-00003136,AC00213,94.14,2023-05-21T08:48:25,DEBIT,Barishal,ONLINE,39,Business Owner,1,90205.17,2023-03-01T22:12:51,0
SUP-00003137,AC00501,126.56,2023-05-21T09:14:22,TRANSFER,Chattogram,ATM,40,Banker,1,149229.63,2023-03-15T23:42:28,0
SUP-00003138,AC00038,56.85,2023-05-21T09:22:13,DEBIT,Sylhet,MOBILE,22,Student,1,126141.85,2023-04-22T01:54:43,0
SUP-00003139,AC00482,817.51,2023-05-21T13:06:21,CREDIT,Sylhet,ONLINE,24,Government Employee,2,166600.01,2023-05-14T04:27:00,0
SUP-00003140,AC00414,49.33,2023-05-21T15:35:40,DEBIT,Khulna,BRANCH,72,Retired,1,140905.39,2023-04-29T09:53:34,0
SUP-00003141,AC00509,976.63,2023-05-21T18:03:03,DEBIT,Dhaka,ATM,30,Engineer,1,46540.91,2023-05-06T20:29:33,0
SUP-00003142,AC00163,271.96,2023-05-21T19:44:43,TRANSFER,Rangpur,BRANCH,51,Teacher,1,147305.23,2023-02-09T01:26:43,0
SUP-00003143,AC00329,171.65,2023-05-21T22:06:13,TRANSFER,Dhaka,POS,73,Retired,1,134184.99,2023-04-17T07:42:38,0
SUP-00003144,AC00499,775.91,2023-05-21T22:58:58,DEBIT,Sylhet,MOBILE,79,Retired,1,146604.39,2023-05-14T01:30:39,0
SUP-00003145,AC00425,588.06,2023-05-22T01:01:19,TRANSFER,Barishal,BRANCH,43,Doctor,1,120025.46,2023-05-18T10:11:23,0
SUP-00003146,AC00100,107.83,2023-05-22T01:07:32,DEBIT,Dhaka,POS,67,Retired,1,87917.58,2023-05-20T16:31:19,0
SUP-00003147,AC00105,106.54,2023-05-22T04:56:06,TRANSFER,Sylhet,MOBILE,65,Teacher,1,170409.67,2023-04-12T02:32:00,0
SUP-00003148,AC00381,110.2,2023-05-22T06:44:32,CREDIT,Chattogram,MOBILE,45,Government Employee,1,123911.03,2023-05-20T06:00:30,0
SUP-00003149,AC00458,34.74,2023-05-22T07:59:57,DEBIT,Mymensingh,ONLINE,56,Teacher,1,116004.75,2023-05-16T07:44:47,0
SUP-00003150,AC00595,155.56,2023-05-22T08:32:09,DEBIT,Khulna,ATM,25,Government Employee,1,175824.14,2023-05-15T10:11:39,0
SUP-00003151,AC00064,435.14,2023-05-22T08:49:06,DEBIT,Rajshahi,ONLINE,28,Student,1,47952.83,2023-04-28T12:11:30,0
SUP-00003152,AC00500,446.01,2023-05-22T09:24:13,TRANSFER,Chattogram,ONLINE,47,Doctor,1,83338.67,2023-05-08T18:43:22,0
SUP-00003153,AC00480,52.44,2023-05-22T09:36:45,CASH_WITHDRAWAL,Mymensingh,ATM,58,Engineer,1,45607.5,2023-05-05T19:12:50,0
SUP-00003154,AC00032,72.58,2023-05-22T09:37:48,DEBIT,Mymensingh,ONLINE,52,Banker,1,171818.97,2023-05-05T19:26:47,0
SUP-00003155,AC00258,1048.34,2023-05-22T10:06:55,CASH_WITHDRAWAL,Mymensingh,POS,61,Engineer,1,80854.05,2023-05-16T18:26:41,0
SUP-00003156,AC00475,448.09,2023-05-22T10:15:07,DEBIT,Mymensingh,MOBILE,67,Retired,2,102535.56,2023-05-20T20:45:46,0
SUP-00003157,AC00264,353.6,2023-05-22T10:48:30,TRANSFER,Barishal,ATM,25,Student,1,19093.94,2023-05-03T01:34:06,0
SUP-00003158,AC00575,1123.94,2023-05-22T12:25:01,DEBIT,Rajshahi,POS,38,Business Owner,1,62231.03,2023-04-23T10:09:48,0
SUP-00003159,AC00201,113.11,2023-05-22T15:05:29,TRANSFER,Rajshahi,ONLINE,32,Teacher,1,102096.1,2023-05-16T11:04:55,0
SUP-00003160,AC00211,976.41,2023-05-22T15:34:42,CREDIT,Sylhet,POS,18,Student,1,30030.08,2023-05-19T08:36:45,0
SUP-00003161,AC00384,148.76,2023-05-22T15:55:28,CREDIT,Sylhet,ONLINE,37,Teacher,2,163328.52,2023-04-18T12:02:52,0
SUP-00003162,AC00594,41.45,2023-05-22T18:15:41,CASH_WITHDRAWAL,Barishal,POS,50,Business Owner,1,30488.35,2023-05-08T05:19:44,0
SUP-00003163,AC00379,135.04,2023-05-22T19:37:03,TRANSFER,Sylhet,BRANCH,26,Engineer,2,115349.78,2023-03-17T03:49:37,0
SUP-00003164,AC00005,791.68,2023-05-22T20:31:33,DEBIT,Sylhet,BRANCH,74,Retired,1,171211.7,2023-04-01T04:17:20,0
SUP-00003165,AC00187,134.27,2023-05-22T20:53:51,CREDIT,Chattogram,BRANCH,64,Government Employee,2,160066.66,2023-05-11T07:20:24,0
SUP-00003166,AC00297,35.88,2023-05-22T21:39:42,TRANSFER,Barishal,ONLINE,55,Engineer,2,57256.15,2023-05-17T21:41:58,0
SUP-00003167,AC00433,69.32,2023-05-22T23:14:43,TRANSFER,Rajshahi,ATM,22,Student,1,175641.69,2023-02-25T04:08:57,0
SUP-00003168,AC00491,48.4,2023-05-22T23:58:41,TRANSFER,Rangpur,MOBILE,57,Teacher,1,104174.78,2023-04-23T02:51:05,0
SUP-00003169,AC00242,262.64,2023-05-23T00:15:23,TRANSFER,Barishal,ATM,38,Teacher,1,177251.48,2023-04-03T04:13:18,1
SUP-00003170,AC00474,1449.0,2023-05-23T01:46:00,DEBIT,Chattogram,MOBILE,59,Retired,1,163737.34,2023-04-24T21:13:20,0
SUP-00003171,AC00435,660.23,2023-05-23T02:23:47,TRANSFER,Barishal,ATM,24,Business Owner,1,129879.37,2023-04-08T01:29:46,0
SUP-00003172,AC00259,394.33,2023-05-23T02:24:12,TRANSFER,Chattogram,BRANCH,19,Student,1,107413.06,2023-04-12T05:11:39,0
SUP-00003173,AC00592,59.84,2023-05-23T04:56:01,TRANSFER,Dhaka,MOBILE,43,Business Owner,2,93155.74,2023-05-08T13:35:38,0
SUP-00003174,AC00403,1695.28,2023-05-23T05:45:01,DEBIT,Chattogram,MOBILE,51,Banker,1,74667.18,2023-05-03T15:58:22,0
SUP-00003175,AC00478,82.01,2023-05-23T07:50:05,DEBIT,Dhaka,ATM,32,Banker,1,117854.23,2023-04-17T22:17:04,0
SUP-00003176,AC00151,148.92,2023-05-23T07:57:28,TRANSFER,Barishal,ATM,39,Doctor,1,161925.76,2023-05-10T10:21:20,0
SUP-00003177,AC00400,246.81,2023-05-23T08:56:30,TRANSFER,Khulna,POS,33,Banker,1,31964.82,2023-05-12T05:10:49,0
SUP-00003178,AC00048,462.07,2023-05-23T09:57:42,TRANSFER,Dhaka,POS,62,Doctor,2,23228.37,2023-05-13T03:42:18,0
SUP-00003179,AC00028,1254.99,2023-05-23T10:50:19,TRANSFER,Sylhet,MOBILE,33,Government Employee,1,150992.5,2023-04-28T07:42:22,0
SUP-00003180,AC00479,167.78,2023-05-23T11:48:51,CREDIT,Mymensingh,ONLINE,48,Business Owner,2,142602.68,2023-03-11T05:04:24,0
SUP-00003181,AC00243,1155.88,2023-05-23T13:06:30,DEBIT,Barishal,MOBILE,59,Business Owner,1,124047.05,2023-05-19T00:32:13,0
SUP-00003182,AC00454,167.9,2023-05-23T13:07:21,DEBIT,Mymensingh,BRANCH,68,Retired,1,131564.86,2023-05-14T03:08:45,0
SUP-00003183,AC00510,220.74,2023-05-23T13:35:35,CASH_WITHDRAWAL,Khulna,MOBILE,63,Retired,2,73699.46,2023-04-22T12:20:23,0
SUP-00003184,AC00469,573.87,2023-05-23T14:31:44,CREDIT,Rangpur,ONLINE,34,Government Employee,1,148752.95,2023-05-19T21:43:48,0
SUP-00003185,AC00347,113.88,2023-05-23T15:15:26,TRANSFER,Rangpur,POS,25,Teacher,1,120269.35,2023-05-16T11:34:52,0
SUP-00003186,AC00546,71.38,2023-05-23T15:35:28,CASH_WITHDRAWAL,Mymensingh,BRANCH,24,Government Employee,1,90711.1,2023-04-08T00:23:07,0
SUP-00003187,AC00174,663.39,2023-05-23T17:19:23,TRANSFER,Khulna,ONLINE,27,Doctor,1,120805.85,2023-04-21T01:19:44,0
SUP-00003188,AC00038,224.56,2023-05-23T17:23:06,TRANSFER,Sylhet,MOBILE,22,Student,1,125917.29,2023-05-21T09:22:13,0
SUP-00003189,AC00364,1039.44,2023-05-23T19:08:17,DEBIT,Chattogram,BRANCH,26,Business Owner,3,88557.3,2023-04-12T15:33:46,0
SUP-00003190,AC00430,203.25,2023-05-23T19:52:08,DEBIT,Sylhet,POS,54,Government Employee,1,166868.2,2023-05-19T03:35:53,0
SUP-00003191,AC00271,151.62,2023-05-23T20:12:47,TRANSFER,Khulna,POS,61,Banker,1,22848.15,2023-05-21T05:52:03,0
SUP-00003192,AC00108,353.1,2023-05-23T20:43:27,CREDIT,Mymensingh,ATM,26,Doctor,2,168349.03,2023-04-02T09:20:21,0
SUP-00003193,AC00252,404.52,2023-05-23T21:44:40,CREDIT,Rangpur,MOBILE,56,Business Owner,2,83588.8,2023-05-11T04:58:24,0
SUP-00003194,AC00515,122.71,2023-05-24T00:21:25,CASH_WITHDRAWAL,Chattogram,ATM,61,Business Owner,2,109602.86,2023-05-04T21:08:33,0
SUP-00003195,AC00065,274.18,2023-05-24T01:21:01,TRANSFER,Rajshahi,POS,31,Doctor,1,23401.64,2023-04-14T11:24:09,0
SUP-00003196,AC00033,255.05,2023-05-24T01:39:56,DEBIT,Mymensingh,MOBILE,63,Retired,1,75961.25,2023-05-16T01:47:34,0
SUP-00003197,AC00014,55.66,2023-05-24T02:11:38,CASH_WITHDRAWAL,Rajshahi,ONLINE,36,Doctor,1,76546.36,2023-05-21T05:24:10,0
SUP-00003198,AC00437,106.4,2023-05-24T02:42:26,CASH_WITHDRAWAL,Dhaka,MOBILE,54,Banker,1,112681.55,2023-05-17T05:36:35,0
SUP-00003199,AC00138,1142.37,2023-05-24T03:07:26,DEBIT,Rangpur,ATM,59,Government Employee,2,115040.08,2023-05-05T00:29:00,0
SUP-00003200,AC00209,1366.54,2023-05-24T03:08:02,CREDIT,Chattogram,POS,69,Retired,1,123984.13,2023-05-15T07:53:11,0
SUP-00003201,AC00194,199.76,2023-05-24T04:48:56,TRANSFER,Dhaka,MOBILE,44,Banker,3,12812.64,2023-05-08T03:19:37,0
SUP-00003202,AC00548,155.04,2023-05-24T05:18:57,CASH_WITHDRAWAL,Sylhet,MOBILE,59,Business Owner,1,107441.03,2023-04-25T04:55:17,0
SUP-00003203,AC00064,323.46,2023-05-24T06:23:37,TRANSFER,Rajshahi,ONLINE,28,Student,1,47629.37,2023-05-22T08:49:06,0
SUP-00003204,AC00049,874.91,2023-05-24T06:27:10,TRANSFER,Sylhet,BRANCH,53,Government Employee,2,132519.49,2023-05-15T01:26:19,0
SUP-00003205,AC00571,202.46,2023-05-24T08:50:14,CASH_WITHDRAWAL,Rajshahi,ONLINE,36,Business Owner,1,20702.59,2023-05-16T17:41:25,0
SUP-00003206,AC00234,681.73,2023-05-24T11:21:55,DEBIT,Mymensingh,ONLINE,27,Student,1,33521.39,2023-04-29T15:40:55,0
SUP-00003207,AC00004,228.47,2023-05-24T12:49:43,TRANSFER,Rangpur,BRANCH,58,Teacher,1,31055.07,2023-04-03T22:29:43,0
SUP-00003208,AC00334,325.71,2023-05-24T15:12:19,CREDIT,Rangpur,ATM,54,Teacher,1,88404.49,2023-03-27T10:37:32,0
SUP-00003209,AC00112,544.64,2023-05-24T16:03:12,CASH_WITHDRAWAL,Dhaka,ATM,44,Business Owner,1,61749.69,2023-04-24T06:40:00,0
SUP-00003210,AC00167,214.95,2023-05-24T16:27:34,CREDIT,Rajshahi,ONLINE,27,Student,1,87991.92,2023-02-19T18:35:43,0
SUP-00003211,AC00280,362.33,2023-05-24T19:50:42,CREDIT,Barishal,ONLINE,58,Engineer,1,65564.46,2023-05-08T23:32:26,0
SUP-00003212,AC00087,897.21,2023-05-24T20:20:09,DEBIT,Sylhet,ATM,52,Business Owner,7,35453.39,2023-03-01T21:13:33,1
SUP-00003213,AC00240,7850.58,2023-05-24T20:53:38,TRANSFER,Chattogram,MOBILE,52,Doctor,1,100.0,2023-05-17T18:08:39,0
SUP-00003214,AC00178,303.69,2023-05-24T22:43:31,TRANSFER,Mymensingh,ATM,48,Business Owner,1,139143.84,2023-05-18T17:43:08,0
SUP-00003215,AC00362,207.22,2023-05-25T00:34:12,DEBIT,Rangpur,ATM,40,Banker,1,68632.64,2023-04-18T05:39:55,0
SUP-00003216,AC00055,412.11,2023-05-25T04:22:37,TRANSFER,Dhaka,MOBILE,26,Student,1,42154.77,2023-05-07T12:01:07,0
SUP-00003217,AC00191,119.43,2023-05-25T05:41:28,TRANSFER,Barishal,POS,37,Engineer,1,157405.26,2023-04-25T22:50:55,0
SUP-00003218,AC00407,56.48,2023-05-25T06:25:12,DEBIT,Dhaka,ONLINE,27,Government Employee,2,55481.43,2023-05-18T14:27:07,0
SUP-00003219,AC00228,507.48,2023-05-25T12:46:29,DEBIT,Barishal,BRANCH,51,Government Employee,1,141343.83,2023-04-15T03:22:32,0
SUP-00003220,AC00185,52.35,2023-05-25T13:10:42,DEBIT,Mymensingh,ONLINE,49,Teacher,1,8410.19,2023-05-03T10:54:27,0
SUP-00003221,AC00093,617.59,2023-05-25T16:59:58,DEBIT,Khulna,BRANCH,51,Engineer,1,41604.53,2023-05-16T05:54:05,0
SUP-00003222,AC00352,663.56,2023-05-25T19:36:59,CREDIT,Rajshahi,BRANCH,41,Teacher,1,110263.77,2023-03-23T05:31:49,0
SUP-00003223,AC00295,63.18,2023-05-25T20:28:11,CASH_WITHDRAWAL,Mymensingh,MOBILE,60,Retired,1,119123.58,2023-05-01T22:21:17,0
SUP-00003224,AC00495,547.56,2023-05-25T20:50:39,CASH_WITHDRAWAL,Mymensingh,BRANCH,64,Government Employee,1,77042.9,2023-05-18T15:07:03,0
SUP-00003225,AC00375,471.3,2023-05-25T20:57:29,DEBIT,Sylhet,MOBILE,62,Business Owner,1,67599.11,2023-04-28T18:24:52,0
SUP-00003226,AC00265,748.53,2023-05-25T21:05:24,DEBIT,Khulna,MOBILE,56,Government Employee,1,29252.53,2023-04-27T00:54:32,0
SUP-00003227,AC00091,123.67,2023-05-25T21:58:15,CREDIT,Chattogram,MOBILE,58,Engineer,1,83551.99,2023-05-17T18:07:50,0
SUP-00003228,AC00232,641.86,2023-05-25T22:15:04,DEBIT,Barishal,ATM,46,Teacher,1,171668.09,2023-04-28T10:34:19,0
SUP-00003229,AC00185,65.95,2023-05-25T23:27:20,CREDIT,Mymensingh,ONLINE,49,Teacher,1,8476.14,2023-05-25T13:10:42,0
SUP-00003230,AC00481,614.17,2023-05-26T00:08:02,DEBIT,Khulna,ATM,24,Banker,1,168713.36,2023-04-09T15:51:07,0
SUP-00003231,AC00458,36.07,2023-05-26T01:57:02,DEBIT,Mymensingh,ONLINE,56,Teacher,1,115968.68,2023-05-22T07:59:57,0
SUP-00003232,AC00315,122.65,2023-05-26T03:42:03,CREDIT,Dhaka,ONLINE,45,Business Owner,1,44359.04,2023-05-05T00:12:07,0
SUP-00003233,AC00217,1487.71,2023-05-26T04:48:27,DEBIT,Barishal,BRANCH,56,Banker,6,112823.37,2023-04-27T03:51:29,1
SUP-00003234,AC00547,103.03,2023-05-26T04:50:35,TRANSFER,Sylhet,MOBILE,61,Doctor,1,132553.58,2023-05-19T21:19:35,0
SUP-00003235,AC00110,126.01,2023-05-26T05:14:24,TRANSFER,Rajshahi,POS,22,Student,1,79993.43,2023-04-12T01:24:42,0
SUP-00003236,AC00126,266.27,2023-05-26T05:27:08,DEBIT,Mymensingh,ATM,45,Government Employee,1,71986.14,2023-05-04T11:58:04,0
SUP-00003237,AC00138,472.92,2023-05-26T05:50:55,TRANSFER,Rangpur,ATM,59,Government Employee,1,114567.16,2023-05-24T03:07:26,0
SUP-00003238,AC00395,148.64,2023-05-26T08:58:32,TRANSFER,Khulna,BRANCH,56,Doctor,1,20642.32,2023-04-07T20:46:14,0
SUP-00003239,AC00220,139.13,2023-05-26T09:18:21,DEBIT,Rangpur,BRANCH,65,Government Employee,1,168824.82,2023-03-12T16:28:49,0
SUP-00003240,AC00397,100.02,2023-05-26T09:26:23,TRANSFER,Dhaka,ATM,66,Government Employee,1,66447.62,2023-05-10T19:07:18,0
SUP-00003241,AC00403,508.87,2023-05-26T09:57:32,TRANSFER,Chattogram,MOBILE,51,Banker,1,74158.31,2023-05-23T05:45:01,0
SUP-00003242,AC00099,1293.56,2023-05-26T10:10:37,TRANSFER,Chattogram,ONLINE,29,Doctor,1,173409.82,2023-04-12T04:11:18,0
SUP-00003243,AC00052,192.02,2023-05-26T11:46:51,CASH_WITHDRAWAL,Sylhet,POS,67,Engineer,1,96597.61,2023-05-19T14:50:51,0
SUP-00003244,AC00129,173.31,2023-05-26T12:24:01,CASH_WITHDRAWAL,Mymensingh,MOBILE,52,Engineer,1,60040.16,2023-05-15T07:03:06,0
SUP-00003245,AC00229,706.02,2023-05-26T12:36:34,TRANSFER,Barishal,ONLINE,26,Engineer,1,163677.68,2023-05-18T15:16:17,0
SUP-00003246,AC00141,743.31,2023-05-26T13:50:27,TRANSFER,Chattogram,ATM,78,Retired,1,35386.33,2023-05-18T17:46:27,0
SUP-00003247,AC00454,126.44,2023-05-26T14:21:46,DEBIT,Mymensingh,BRANCH,68,Retired,3,131438.42,2023-05-23T13:07:21,0
SUP-00003248,AC00439,69.43,2023-05-26T14:32:23,DEBIT,Barishal,POS,56,Government Employee,2,93867.68,2023-03-25T22:27:11,0
SUP-00003249,AC00095,404.36,2023-05-26T15:17:43,CASH_WITHDRAWAL,Mymensingh,ATM,73,Retired,1,25783.03,2023-05-04T10:54:39,0
SUP-00003250,AC00048,678.11,2023-05-26T15:25:52,TRANSFER,Dhaka,POS,62,Doctor,2,22550.26,2023-05-23T09:57:42,0
SUP-00003251,AC00202,76.97,2023-05-26T17:32:22,DEBIT,Sylhet,MOBILE,30,Government Employee,1,82420.81,2023-05-09T20:11:00,0
SUP-00003252,AC00080,196.48,2023-05-26T17:48:41,TRANSFER,Rangpur,ATM,21,Student,1,43200.23,2023-03-29T19:56:59,0
SUP-00003253,AC00466,298.05,2023-05-26T18:15:52,TRANSFER,Rajshahi,POS,65,Banker,1,41717.49,2023-05-03T00:06:13,0
SUP-00003254,AC00276,176.72,2023-05-26T19:24:46,CREDIT,Mymensingh,ONLINE,31,Government Employee,1,179534.2,2023-04-25T18:45:27,0
