TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate
TX000578,AC00013,246.27,12/27/2023 16:48,Debit,Fresno,Online,29,Doctor,1,7299.86,11/4/2024 8:10
TX000579,AC00296,48.85,12/8/2023 16:45,Debit,Dallas,ATM,19,Student,1,1503.56,11/4/2024 8:07
TX000580,AC00192,332,4/27/2023 16:27,Debit,Charlotte,ATM,69,Retired,1,5943.13,11/4/2024 8:07
TX000581,AC00378,118.1,10/31/2023 16:49,Debit,Memphis,Online,54,Engineer,1,895.66,11/4/2024 8:09
TX000582,AC00205,84.59,4/19/2023 16:54,Credit,Las Vegas,Branch,67,Doctor,1,5669.1,11/4/2024 8:07
TX000583,AC00475,295.64,12/14/2023 17:31,Debit,Jacksonville,Online,21,Student,1,1061.96,11/4/2024 8:10
TX000584,AC00022,514.33,6/2/2023 16:27,Debit,Philadelphia,Branch,25,Student,1,1592.94,11/4/2024 8:12
TX000585,AC00150,992.17,2/27/2023 18:23,Debit,San Antonio,ATM,43,Doctor,1,6215.96,11/4/2024 8:12
TX000586,AC00362,94.59,12/1/2023 17:04,Debit,Washington,Online,39,Doctor,1,6171.89,11/4/2024 8:10
TX000587,AC00170,80.43,1/4/2023 16:09,Debit,Columbus,Branch,59,Retired,1,5987.67,11/4/2024 8:08
TX000588,AC00429,54.25,7/31/2023 16:51,Debit,Virginia Beach,Online,68,Doctor,1,14783.33,11/4/2024 8:08
TX000589,AC00418,178.88,6/19/2023 17:31,Credit,Dallas,Branch,76,Retired,4,4708.29,11/4/2024 8:12
TX000590,AC00144,518.85,10/23/2023 18:37,Debit,Kansas City,Online,22,Student,1,1806,11/4/2024 8:06
TX000591,AC00449,10.65,4/24/2023 16:24,Debit,Louisville,Online,54,Doctor,1,13240.72,11/4/2024 8:10
TX000592,AC00057,198.62,5/15/2023 16:19,Credit,Tucson,Branch,27,Student,1,1196.07,11/4/2024 8:06
TX000593,AC00426,107.03,3/6/2023 18:27,Debit,Miami,Branch,27,Student,1,1408.07,11/4/2024 8:12
TX000594,AC00039,139.57,11/17/2023 17:59,Debit,Fort Worth,ATM,19,Student,3,271.78,11/4/2024 8:07
TX000595,AC00051,312.47,5/2/2023 17:24,Debit,Milwaukee,ATM,49,Engineer,4,9419.27,11/4/2024 8:08
TX000596,AC00471,346.11,1/4/2023 17:00,Debit,Dallas,Branch,41,Engineer,1,9551.64,11/4/2024 8:08
TX000597,AC00039,138.06,7/25/2023 17:21,Debit,Charlotte,Branch,44,Engineer,1,1070.47,11/4/2024 8:06
TX000598,AC00274,158.02,9/20/2023 17:09,Debit,New York,ATM,49,Engineer,1,9374.24,11/4/2024 8:09
TX000599,AC00095,830.01,7/21/2023 16:43,Credit,Chicago,Online,66,Retired,1,4253.18,11/4/2024 8:11
TX000600,AC00211,435.5,5/15/2023 18:41,Debit,Oklahoma City,ATM,55,Retired,1,6981.03,11/4/2024 8:09
TX000601,AC00184,110.49,10/31/2023 17:06,Debit,Raleigh,Online,57,Doctor,1,10483.93,11/4/2024 8:12
TX000602,AC00436,329.4,12/25/2023 16:30,Debit,Denver,Online,34,Doctor,1,9588.07,11/4/2024 8:07
TX000603,AC00107,635.4,9/19/2023 16:55,Debit,Denver,ATM,47,Doctor,1,1238.11,11/4/2024 8:11
TX000604,AC00203,769.97,2/16/2023 18:56,Debit,San Diego,Branch,22,Student,1,1244.93,11/4/2024 8:09
TX000605,AC00398,175.07,9/4/2023 17:46,Debit,Colorado Springs,Branch,26,Student,1,1040.25,11/4/2024 8:08
TX000606,AC00312,7.31,6/26/2023 16:04,Debit,Las Vegas,Branch,78,Retired,1,5757.67,11/4/2024 8:07
TX000607,AC00225,175.15,11/9/2023 17:02,Debit,Detroit,ATM,27,Student,1,1712.65,11/4/2024 8:09
TX000608,AC00150,32.54,7/4/2023 16:25,Debit,Oklahoma City,Online,25,Student,4,1544.88,11/4/2024 8:07
TX000609,AC00413,121.82,9/8/2023 18:24,Debit,Dallas,Online,60,Doctor,1,13293.83,11/4/2024 8:11
TX000610,AC00479,56.12,9/13/2023 18:49,Debit,El Paso,ATM,30,Doctor,1,8839.67,11/4/2024 8:09
TX000611,AC00078,424.7,1/30/2023 17:37,Credit,Miami,Online,56,Retired,1,6239.89,11/4/2024 8:08
TX000612,AC00242,35.16,10/25/2023 17:50,Debit,Chicago,Branch,32,Engineer,1,8459.18,11/4/2024 8:10
TX000613,AC00149,35.73,6/12/2023 16:48,Debit,Miami,Branch,65,Doctor,1,9073.17,11/4/2024 8:11
TX000614,AC00084,3.44,1/19/2023 17:24,Debit,Fort Worth,ATM,78,Retired,1,7561.33,11/4/2024 8:12
TX000615,AC00466,1342.25,4/28/2023 18:11,Credit,Fort Worth,Branch,21,Student,1,694.03,11/4/2024 8:08
TX000616,AC00359,139.03,8/30/2023 18:00,Credit,Los Angeles,Online,50,Engineer,1,2276.57,11/4/2024 8:11
TX000617,AC00023,254.92,9/18/2023 16:04,Credit,San Antonio,ATM,28,Engineer,1,2791.12,11/4/2024 8:07
TX000618,AC00366,115.11,5/5/2023 17:34,Debit,Albuquerque,Online,28,Engineer,1,9808.97,11/4/2024 8:10
TX000619,AC00170,171.11,5/15/2023 16:52,Debit,San Francisco,ATM,57,Retired,1,6324.09,11/4/2024 8:08
TX000620,AC00130,168.54,2/2/2023 16:13,Debit,Oklahoma City,ATM,70,Doctor,2,13406,11/4/2024 8:08
TX000621,AC00183,420.76,2/23/2023 16:04,Debit,Miami,Branch,51,Retired,1,6581.55,11/4/2024 8:08
TX000622,AC00219,408.46,3/1/2023 16:17,Debit,Raleigh,Branch,64,Retired,1,3140.79,11/4/2024 8:08
TX000623,AC00354,1162.42,8/23/2023 16:35,Credit,Detroit,Online,30,Doctor,1,10357.26,11/4/2024 8:09
TX000624,AC00290,342.17,12/14/2023 16:09,Credit,New York,Branch,21,Student,1,461.83,11/4/2024 8:08
TX000625,AC00425,580.71,9/20/2023 16:37,Debit,Philadelphia,ATM,53,Engineer,1,5670,11/4/2024 8:10
TX000626,AC00370,821.54,8/22/2023 18:11,Credit,Atlanta,Branch,79,Retired,1,4040.32,11/4/2024 8:11
TX000627,AC00454,253.47,6/14/2023 17:07,Debit,Atlanta,Branch,20,Student,1,220.51,11/4/2024 8:08
TX000628,AC00403,22.81,5/29/2023 17:53,Debit,New York,Online,62,Retired,1,3634.76,11/4/2024 8:07
TX000629,AC00358,266.57,7/3/2023 17:56,Credit,Boston,Online,39,Engineer,1,7180.48,11/4/2024 8:07
TX000630,AC00296,374.61,8/29/2023 18:30,Credit,Mesa,Online,75,Retired,1,1389.71,11/4/2024 8:11
TX000631,AC00393,339.35,2/3/2023 16:08,Credit,Boston,ATM,78,Retired,1,5002.7,11/4/2024 8:08
TX000632,AC00223,810.36,1/17/2023 16:59,Debit,Columbus,ATM,20,Student,1,9239.12,11/4/2024 8:07
TX000633,AC00487,9.83,7/24/2023 17:04,Debit,Memphis,ATM,24,Student,1,666.42,11/4/2024 8:09
TX000634,AC00215,135.57,6/14/2023 17:17,Credit,Boston,Branch,51,Doctor,1,11351.64,11/4/2024 8:11
TX000635,AC00275,340.05,10/27/2023 17:26,Debit,Detroit,ATM,43,Engineer,1,7234.15,11/4/2024 8:07
TX000636,AC00482,283.45,10/17/2023 17:24,Debit,Colorado Springs,Branch,27,Engineer,1,2049.51,11/4/2024 8:08
TX000637,AC00357,100.99,5/29/2023 16:20,Debit,New York,ATM,68,Doctor,1,8865.27,11/4/2024 8:09
TX000638,AC00026,90.88,2/20/2023 16:48,Debit,Albuquerque,Branch,18,Student,1,3908.47,11/4/2024 8:07
TX000639,AC00416,655.15,1/2/2023 16:22,Debit,Seattle,ATM,26,Engineer,1,5587.44,11/4/2024 8:07
TX000640,AC00058,320.55,5/1/2023 17:11,Debit,Milwaukee,Online,50,Engineer,1,438.75,11/4/2024 8:08
TX000641,AC00170,41.51,10/4/2023 16:47,Debit,Phoenix,Online,28,Student,1,609.6,11/4/2024 8:11
TX000642,AC00262,71.53,10/30/2023 16:49,Credit,Jacksonville,Branch,68,Retired,1,2393.73,11/4/2024 8:12
TX000643,AC00032,467.13,9/28/2023 17:18,Credit,Kansas City,Branch,54,Retired,1,3914.84,11/4/2024 8:06
TX000644,AC00131,235.4,9/26/2023 17:02,Debit,Detroit,Branch,28,Student,1,818.36,11/4/2024 8:10
TX000645,AC00176,159.32,1/16/2023 18:57,Debit,Seattle,Branch,18,Student,1,304.44,11/4/2024 8:10
TX000646,AC00139,50.83,12/18/2023 16:06,Credit,Philadelphia,Online,30,Doctor,1,9553.42,11/4/2024 8:10
TX000647,AC00056,56.89,2/3/2023 18:03,Credit,Houston,Branch,59,Engineer,1,3034.67,11/4/2024 8:09
TX000648,AC00276,20.22,3/10/2023 18:26,Debit,Jacksonville,ATM,43,Engineer,1,5515.32,11/4/2024 8:06
TX000649,AC00447,50.4,3/27/2023 17:02,Debit,San Antonio,Branch,36,Doctor,1,1677.01,11/4/2024 8:07
TX000650,AC00143,73.88,5/8/2023 17:42,Debit,Los Angeles,Branch,53,Retired,1,4055.55,11/4/2024 8:08
TX000651,AC00139,119.61,3/14/2023 16:21,Debit,San Diego,ATM,33,Doctor,1,9899.94,11/4/2024 8:07
TX000652,AC00208,1241.05,11/21/2023 16:26,Debit,Miami,Branch,18,Student,1,756.74,11/4/2024 8:11
TX000653,AC00426,116.58,8/31/2023 16:38,Debit,Raleigh,Branch,43,Engineer,1,2620.74,11/4/2024 8:06
TX000654,AC00423,1919.11,6/27/2023 17:48,Debit,Portland,ATM,30,Doctor,1,11090.24,11/4/2024 8:10
TX000655,AC00381,391.96,6/19/2023 16:21,Debit,Nashville,ATM,64,Retired,1,2174.16,11/4/2024 8:06
TX000656,AC00458,156.26,1/2/2023 17:49,Credit,Virginia Beach,Branch,46,Engineer,1,7854.1,11/4/2024 8:09
TX000657,AC00014,427,7/31/2023 17:04,Credit,Oklahoma City,Branch,49,Engineer,1,8253.65,11/4/2024 8:07
TX000658,AC00071,443.68,4/25/2023 18:58,Debit,Tucson,ATM,18,Student,1,874.15,11/4/2024 8:10
TX000659,AC00054,101.76,2/20/2023 17:27,Debit,Philadelphia,Branch,31,Doctor,1,6043.25,11/4/2024 8:11
TX000660,AC00182,67.57,8/17/2023 16:44,Debit,Charlotte,Branch,37,Engineer,1,2766.12,11/4/2024 8:11
TX000661,AC00257,326.29,12/6/2023 17:10,Debit,Denver,Online,56,Engineer,1,8171.26,11/4/2024 8:10
TX000662,AC00006,158.56,2/28/2023 17:28,Debit,Sacramento,ATM,33,Doctor,1,5401.21,11/4/2024 8:10
TX000663,AC00424,56.02,6/19/2023 17:50,Debit,Memphis,Online,27,Student,1,3548.02,11/4/2024 8:07
TX000664,AC00131,288.28,1/17/2023 17:11,Debit,Portland,Online,27,Student,1,160.83,11/4/2024 8:06
TX000665,AC00133,245.67,1/2/2023 18:35,Credit,Portland,Branch,24,Student,1,752.25,11/4/2024 8:07
TX000666,AC00393,152.18,8/7/2023 16:57,Credit,Los Angeles,Online,39,Engineer,4,2459.84,11/4/2024 8:10
TX000667,AC00361,114.35,11/27/2023 16:16,Credit,El Paso,Branch,41,Engineer,1,469.12,11/4/2024 8:10
TX000668,AC00092,373.27,7/18/2023 18:03,Credit,Miami,Online,61,Doctor,1,8441.61,11/4/2024 8:06
TX000669,AC00049,504.63,11/13/2023 17:07,Debit,Portland,Online,60,Engineer,1,3806.16,11/4/2024 8:07
TX000670,AC00023,126.22,5/4/2023 16:25,Debit,Atlanta,ATM,46,Engineer,4,6133.41,11/4/2024 8:07
TX000671,AC00323,820.15,12/18/2023 16:33,Debit,Kansas City,Branch,47,Doctor,1,8802.97,11/4/2024 8:10
TX000672,AC00372,986.81,3/31/2023 16:52,Credit,Houston,Online,68,Doctor,1,14881.77,11/4/2024 8:09
TX000673,AC00497,8.37,1/12/2023 16:21,Debit,Colorado Springs,ATM,63,Retired,1,1106.34,11/4/2024 8:11
TX000674,AC00130,197.49,7/3/2023 16:36,Credit,Fresno,Online,53,Retired,1,5005.33,11/4/2024 8:06
TX000675,AC00034,637.97,10/23/2023 17:17,Debit,New York,Branch,58,Retired,1,7949.03,11/4/2024 8:07
TX000676,AC00286,13.52,5/15/2023 16:51,Debit,Seattle,ATM,26,Student,1,259.77,11/4/2024 8:06
TX000677,AC00232,432.1,3/20/2023 16:28,Debit,San Francisco,ATM,49,Engineer,1,2114.3,11/4/2024 8:10
TX000678,AC00182,375.17,6/8/2023 17:20,Debit,Fort Worth,ATM,51,Engineer,2,5495.3,11/4/2024 8:11
TX000679,AC00136,642.68,2/17/2023 16:57,Debit,Fresno,Branch,50,Doctor,1,8461.46,11/4/2024 8:08
TX000680,AC00101,78.44,11/21/2023 17:25,Credit,San Jose,Online,52,Retired,1,6870.84,11/4/2024 8:10
TX000681,AC00328,139.72,1/16/2023 17:53,Debit,Memphis,Branch,49,Engineer,1,5058.83,11/4/2024 8:08
TX000682,AC00356,499.99,8/2/2023 16:01,Debit,San Jose,Branch,31,Engineer,1,8885,11/4/2024 8:09
TX000683,AC00312,10.07,1/17/2023 16:47,Debit,Albuquerque,Online,24,Student,1,530.81,11/4/2024 8:08
TX000684,AC00242,120.62,2/27/2023 16:37,Debit,Raleigh,ATM,23,Student,1,9379.53,11/4/2024 8:06
TX000685,AC00123,578.49,10/16/2023 17:46,Debit,Nashville,Branch,59,Retired,1,6475.13,11/4/2024 8:06
TX000686,AC00071,119.3,8/28/2023 16:08,Debit,Mesa,Branch,34,Engineer,5,319.04,11/4/2024 8:08
TX000687,AC00370,280.92,1/1/2024 18:21,Debit,Phoenix,Online,41,Doctor,1,5298.85,11/4/2024 8:06
TX000688,AC00330,42.42,6/1/2023 17:19,Debit,Sacramento,Online,21,Student,1,490.57,11/4/2024 8:09
TX000689,AC00218,77.03,6/19/2023 16:57,Debit,Fresno,ATM,67,Doctor,1,11310.27,11/4/2024 8:08
TX000690,AC00437,22.59,3/27/2023 16:12,Debit,Seattle,ATM,62,Retired,1,3988.75,11/4/2024 8:08
TX000691,AC00287,568.76,10/9/2023 16:48,Debit,Baltimore,ATM,51,Retired,1,7484.32,11/4/2024 8:12
TX000692,AC00418,25.94,10/16/2023 18:53,Credit,San Jose,Online,58,Retired,5,4815.11,11/4/2024 8:06
TX000693,AC00465,105.94,8/7/2023 16:02,Debit,Oklahoma City,Branch,51,Engineer,1,5963.1,11/4/2024 8:09
TX000694,AC00011,733.29,3/15/2023 18:42,Debit,Virginia Beach,ATM,52,Doctor,5,10427,11/4/2024 8:07
TX000695,AC00432,350.15,11/27/2023 16:18,Credit,Fresno,ATM,21,Student,1,296.47,11/4/2024 8:08
TX000696,AC00240,1151.18,8/25/2023 17:26,Debit,Kansas City,ATM,65,Doctor,1,1100.06,11/4/2024 8:07
TX000697,AC00497,183.67,6/26/2023 16:11,Debit,San Diego,Online,19,Student,1,910.26,11/4/2024 8:11
TX000698,AC00026,278.27,4/10/2023 16:47,Debit,Tucson,Branch,29,Doctor,1,6684.34,11/4/2024 8:09
TX000699,AC00277,470.3,9/12/2023 18:46,Debit,Austin,ATM,40,Doctor,1,8524.09,11/4/2024 8:08
TX000700,AC00116,261.69,11/27/2023 17:29,Debit,Philadelphia,ATM,53,Retired,1,5126.65,11/4/2024 8:09
TX000701,AC00367,365.04,3/6/2023 16:29,Debit,Virginia Beach,Branch,22,Student,1,873.89,11/4/2024 8:12
TX000702,AC00030,211.1,9/14/2023 16:58,Debit,Miami,Branch,57,Retired,1,7059.77,11/4/2024 8:07
TX000703,AC00111,21.49,5/4/2023 16:51,Debit,Denver,ATM,58,Doctor,1,11991.24,11/4/2024 8:08
TX000704,AC00220,63.58,9/11/2023 17:43,Debit,Columbus,ATM,18,Student,1,8086.04,11/4/2024 8:11
TX000705,AC00295,321.86,7/24/2023 16:25,Debit,San Antonio,ATM,63,Doctor,1,12626.49,11/4/2024 8:06
TX000706,AC00137,12.11,12/12/2023 16:17,Debit,Jacksonville,Branch,75,Retired,1,1730.28,11/4/2024 8:07
TX000707,AC00004,642.54,5/10/2023 18:49,Debit,Milwaukee,Branch,44,Engineer,1,3143.17,11/4/2024 8:10
TX000708,AC00442,210.45,12/11/2023 16:47,Debit,Las Vegas,ATM,27,Student,1,1242.49,11/4/2024 8:06
TX000709,AC00201,313.65,1/30/2023 16:08,Credit,Chicago,Branch,55,Retired,1,1886.36,11/4/2024 8:10
TX000710,AC00462,99.76,8/7/2023 16:21,Debit,Sacramento,Branch,26,Student,1,416.89,11/4/2024 8:06
TX000711,AC00390,115.32,7/25/2023 17:24,Debit,Denver,Branch,53,Retired,1,5929.08,11/4/2024 8:08
TX000712,AC00297,33.61,8/21/2023 17:25,Debit,Milwaukee,Online,23,Student,1,479.08,11/4/2024 8:08
TX000713,AC00173,498.59,1/30/2023 16:20,Credit,Oklahoma City,Online,33,Doctor,1,5862.99,11/4/2024 8:06
TX000714,AC00382,98.81,9/4/2023 16:48,Debit,San Francisco,Branch,27,Student,1,797.1,11/4/2024 8:08
TX000715,AC00175,1.87,10/20/2023 18:34,Debit,Washington,ATM,65,Retired,1,7287.94,11/4/2024 8:09
TX000716,AC00035,78.92,6/15/2023 18:57,Credit,Jacksonville,Online,59,Engineer,1,5624.86,11/4/2024 8:08
TX000717,AC00219,194.29,1/23/2023 16:05,Credit,Seattle,Branch,39,Engineer,1,2988.41,11/4/2024 8:08
TX000718,AC00416,28.73,10/31/2023 16:11,Debit,Kansas City,ATM,53,Engineer,1,2712.96,11/4/2024 8:08
TX000719,AC00467,105.53,6/16/2023 16:36,Debit,Colorado Springs,Online,24,Student,1,1433.66,11/4/2024 8:10
TX000720,AC00465,737.34,3/20/2023 17:45,Debit,Miami,Online,30,Doctor,1,7336.56,11/4/2024 8:08
TX000721,AC00102,237.86,2/6/2023 17:48,Debit,Philadelphia,ATM,18,Student,1,475.63,11/4/2024 8:10
TX000722,AC00119,409.61,7/26/2023 16:05,Debit,Kansas City,Branch,65,Doctor,1,11698.15,11/4/2024 8:10
TX000723,AC00418,75.53,8/21/2023 17:36,Credit,Fresno,Online,21,Student,1,1034.35,11/4/2024 8:07
TX000724,AC00237,72.75,5/1/2023 16:30,Debit,Phoenix,ATM,64,Doctor,1,12042.79,11/4/2024 8:07
TX000725,AC00279,39.11,9/1/2023 18:05,Debit,Columbus,Online,26,Student,1,518.54,11/4/2024 8:08
TX000726,AC00067,1309.79,3/6/2023 16:33,Debit,San Francisco,ATM,23,Student,1,1258.93,11/4/2024 8:11
TX000727,AC00043,729.38,11/14/2023 17:23,Debit,Los Angeles,ATM,68,Doctor,1,9127.65,11/4/2024 8:08
TX000728,AC00012,137.49,7/26/2023 16:54,Debit,Fort Worth,ATM,34,Engineer,1,4471.05,11/4/2024 8:07
TX000729,AC00244,504.71,4/10/2023 18:27,Debit,Detroit,Online,29,Engineer,1,6214.54,11/4/2024 8:08
TX000730,AC00395,371.47,5/30/2023 16:15,Credit,Milwaukee,Branch,24,Student,1,1187.04,11/4/2024 8:07
TX000731,AC00253,430.35,2/20/2023 17:23,Debit,Charlotte,Online,36,Doctor,1,354.9,11/4/2024 8:10
TX000732,AC00394,230.32,5/15/2023 18:15,Debit,Las Vegas,Branch,35,Engineer,1,791.46,11/4/2024 8:08
TX000733,AC00457,121.71,9/5/2023 17:02,Debit,Chicago,ATM,52,Retired,1,5878.89,11/4/2024 8:11
TX000734,AC00046,98.87,1/3/2023 17:51,Debit,Detroit,Online,20,Student,1,533.2,11/4/2024 8:06
TX000735,AC00011,117.55,5/19/2023 16:35,Debit,Fresno,ATM,24,Student,1,897.94,11/4/2024 8:11
TX000736,AC00045,244.64,2/21/2023 18:41,Debit,Tucson,Branch,30,Doctor,1,9159.56,11/4/2024 8:06
TX000737,AC00181,321.93,12/4/2023 18:27,Debit,Nashville,ATM,45,Engineer,1,4392.73,11/4/2024 8:07
TX000738,AC00149,1092.73,1/23/2023 17:24,Debit,Columbus,Branch,58,Retired,1,1390.98,11/4/2024 8:07
TX000739,AC00288,283.23,2/6/2023 16:48,Debit,El Paso,Online,40,Engineer,1,2008.77,11/4/2024 8:07
TX000740,AC00014,346.65,1/1/2024 16:17,Debit,Washington,Online,30,Engineer,1,6356.96,11/4/2024 8:06
TX000741,AC00153,381.62,1/27/2023 16:40,Debit,Las Vegas,Online,64,Retired,1,6009.12,11/4/2024 8:11
TX000742,AC00164,388.65,2/21/2023 16:02,Debit,Oklahoma City,ATM,76,Retired,1,7896.85,11/4/2024 8:08
TX000743,AC00159,29.22,7/6/2023 18:16,Debit,San Antonio,ATM,24,Student,1,1649.43,11/4/2024 8:09
TX000744,AC00360,46.75,7/31/2023 17:37,Debit,Colorado Springs,Branch,67,Retired,1,2840.43,11/4/2024 8:09
TX000745,AC00326,348.64,6/9/2023 17:12,Debit,San Jose,Online,57,Retired,1,3274.96,11/4/2024 8:11
TX000746,AC00110,319.17,1/11/2023 16:58,Debit,Tucson,Online,73,Retired,1,6501.56,11/4/2024 8:08
TX000747,AC00110,73.95,11/3/2023 16:39,Debit,Kansas City,ATM,26,Student,1,363.92,11/4/2024 8:07
TX000748,AC00257,389.63,2/16/2023 16:20,Debit,Mesa,Online,27,Engineer,1,9748.48,11/4/2024 8:08
TX000749,AC00145,217.61,3/16/2023 17:36,Debit,Chicago,ATM,19,Student,1,1404.53,11/4/2024 8:10
TX000750,AC00455,199.84,1/16/2023 16:01,Debit,Dallas,ATM,21,Student,1,706.44,11/4/2024 8:09
TX000751,AC00282,56.35,2/9/2023 16:09,Debit,Charlotte,ATM,44,Doctor,1,5095.73,11/4/2024 8:07
TX000752,AC00045,248.95,6/16/2023 16:19,Credit,San Francisco,Branch,65,Retired,1,3059.79,11/4/2024 8:09
TX000753,AC00390,142.58,6/19/2023 16:20,Debit,San Antonio,ATM,33,Engineer,1,7844.23,11/4/2024 8:06
TX000754,AC00032,1020.73,7/24/2023 16:42,Debit,Fort Worth,ATM,28,Student,1,1119.61,11/4/2024 8:11
TX000755,AC00153,84.34,6/8/2023 16:27,Debit,Memphis,Online,58,Retired,3,5313.97,11/4/2024 8:09
TX000756,AC00460,1607.55,9/7/2023 16:27,Debit,Phoenix,ATM,31,Engineer,1,6227.99,11/4/2024 8:07
TX000757,AC00154,333.78,11/30/2023 17:53,Debit,San Diego,ATM,60,Retired,1,6810.94,11/4/2024 8:07
TX000758,AC00190,332.59,7/13/2023 17:50,Debit,San Antonio,Online,55,Retired,1,1457.07,11/4/2024 8:09
TX000759,AC00156,236.81,10/26/2023 16:59,Debit,Oklahoma City,Branch,22,Student,1,813.68,11/4/2024 8:07
TX000760,AC00005,417.8,6/26/2023 16:21,Credit,Philadelphia,Branch,27,Student,1,1518.82,11/4/2024 8:09
TX000761,AC00126,319.27,8/7/2023 16:54,Debit,San Antonio,ATM,50,Doctor,1,10269.78,11/4/2024 8:12
TX000762,AC00201,384.1,5/24/2023 18:32,Debit,Detroit,Branch,42,Engineer,1,672.79,11/4/2024 8:11
TX000763,AC00165,820.62,3/3/2023 17:18,Credit,Fresno,Branch,61,Doctor,1,6024.8,11/4/2024 8:07
TX000764,AC00420,474.77,12/25/2023 16:28,Credit,Indianapolis,Online,56,Engineer,1,2158.59,11/4/2024 8:08
TX000765,AC00329,542.72,9/4/2023 18:37,Credit,Indianapolis,Branch,43,Doctor,1,6011.8,11/4/2024 8:08
TX000766,AC00037,79.8,12/22/2023 17:17,Debit,Fort Worth,ATM,73,Retired,1,6372.58,11/4/2024 8:06
TX000767,AC00293,46.24,3/13/2023 16:05,Debit,San Diego,Branch,57,Engineer,1,2569.56,11/4/2024 8:07
TX000768,AC00481,327.8,11/23/2023 17:44,Debit,San Francisco,ATM,61,Doctor,1,10585.48,11/4/2024 8:09
TX000769,AC00233,445.79,7/7/2023 17:19,Debit,Las Vegas,ATM,52,Doctor,1,717.99,11/4/2024 8:12
TX000770,AC00235,55.89,8/17/2023 16:54,Debit,Fresno,Online,72,Retired,1,3689.65,11/4/2024 8:11
TX000771,AC00324,158.41,2/9/2023 16:28,Debit,Sacramento,Branch,28,Student,1,1512.16,11/4/2024 8:10
TX000772,AC00029,101.19,11/29/2023 18:38,Credit,Denver,Online,64,Doctor,1,14389.45,11/4/2024 8:09
TX000773,AC00093,827.14,1/17/2023 17:25,Debit,El Paso,Branch,36,Engineer,4,9800.21,11/4/2024 8:08
TX000774,AC00141,61.97,5/22/2023 18:45,Debit,Phoenix,ATM,74,Retired,1,7014.69,11/4/2024 8:10
TX000775,AC00061,27.21,6/14/2023 16:34,Debit,San Jose,ATM,79,Retired,1,3520.61,11/4/2024 8:06
TX000776,AC00092,173.74,9/8/2023 17:48,Debit,Houston,Online,80,Retired,1,4913.42,11/4/2024 8:11
TX000777,AC00354,176.11,8/10/2023 16:48,Debit,San Jose,Branch,38,Engineer,1,9155.35,11/4/2024 8:10
TX000778,AC00358,88.4,11/10/2023 18:02,Debit,Fort Worth,Online,46,Engineer,1,2567.53,11/4/2024 8:09
TX000779,AC00078,567.92,6/20/2023 16:27,Debit,Columbus,Online,53,Retired,1,3779.47,11/4/2024 8:12
TX000780,AC00013,138.11,12/11/2023 17:29,Credit,Phoenix,Online,68,Retired,1,4177.65,11/4/2024 8:07
TX000781,AC00030,456.93,9/26/2023 16:18,Credit,Virginia Beach,Branch,28,Engineer,1,7284.76,11/4/2024 8:09
TX000782,AC00074,101.42,4/25/2023 17:00,Debit,Atlanta,Online,66,Retired,1,6530.59,11/4/2024 8:12
TX000783,AC00399,300.61,5/1/2023 17:21,Debit,El Paso,Online,44,Doctor,1,7895.54,11/4/2024 8:11
TX000784,AC00323,265.94,6/5/2023 16:11,Debit,Boston,Online,54,Engineer,1,6781.3,11/4/2024 8:06
TX000785,AC00107,345.54,1/24/2023 16:05,Debit,San Diego,Online,29,Engineer,1,2091.78,11/4/2024 8:11
TX000786,AC00211,411.52,1/10/2023 17:40,Debit,Los Angeles,ATM,41,Doctor,1,11108.39,11/4/2024 8:09
TX000787,AC00297,111.21,8/21/2023 18:36,Debit,Portland,Branch,35,Doctor,1,9088.36,11/4/2024 8:12
TX000788,AC00102,316.37,8/28/2023 17:34,Debit,Colorado Springs,ATM,53,Engineer,1,4671.69,11/4/2024 8:08
TX000789,AC00196,260.63,12/20/2023 18:58,Debit,Fort Worth,Branch,37,Engineer,1,7534.73,11/4/2024 8:08
TX000790,AC00342,92.36,3/27/2023 16:48,Debit,Dallas,ATM,29,Engineer,1,6353.14,11/4/2024 8:07
TX000791,AC00027,262.06,9/11/2023 16:09,Debit,Oklahoma City,Branch,63,Doctor,1,13587.52,11/4/2024 8:10
TX000792,AC00339,64.5,8/17/2023 18:32,Debit,Denver,ATM,74,Retired,1,1351.24,11/4/2024 8:08
TX000793,AC00468,253.55,1/11/2023 16:56,Debit,Jacksonville,ATM,28,Engineer,5,2797.26,11/4/2024 8:09
TX000794,AC00262,408.28,3/15/2023 16:33,Credit,Nashville,Branch,21,Student,3,1222.77,11/4/2024 8:10
TX000795,AC00425,175.94,6/5/2023 16:16,Debit,Indianapolis,ATM,57,Retired,1,3728.04,11/4/2024 8:07
TX000796,AC00161,199.47,8/14/2023 16:26,Debit,Detroit,Online,57,Doctor,1,6067.44,11/4/2024 8:07
TX000797,AC00417,51.07,1/23/2023 18:06,Debit,Dallas,Branch,63,Retired,1,4292.16,11/4/2024 8:12
TX000798,AC00208,435.86,12/29/2023 17:17,Debit,Jacksonville,ATM,56,Retired,1,3801.82,11/4/2024 8:09
TX000799,AC00304,74.73,1/30/2023 17:17,Credit,Jacksonville,Branch,64,Retired,1,6353.22,11/4/2024 8:08
